발행인,시도,시구,동읍,상세주소,사업용도,사업용도세부종목,브릿지론/본PF,신용보강기관명,신용보강기관종류,신용보강형태,매입보장/확약,대출약정규모,분양률,문장
쥐피에스23제사차,경기도,오산시,세교동,66-7번지,공동주택,도시개발.공동주택,0,신한투자증권,증권사,채권매입/자금보충,매입확약,1463,-, 신한투자증권(주)의 대출채권 매입 및 자금보충 의무
지아이비두정,충청남도,천안시,서북구,두정동,공동주택,공동주택,0,신한은행,은행,매입,매입확약,900,61.38, ㈜신한은행의 신용공여성 유동화증권 매입보장
지아이비두정,충청남도,천안시,서북구,두정동,공동주택,공동주택,0,신한은행,은행,매입,매입확약,900,61.38, ㈜신한은행의 신용공여성 유동화증권 매입보장
트루에스에이치제이차,전라북도,군산시,개정동,536번지,공동주택,공동주택,0,한국투자증권,증권사,인수,매입확약,320,-,  한국투자증권(주)의 사모사채 인수확약서 상 의무  
경산로지스제일차,경상북도,경산시,진량읍,신제리,산업시설,물류,0,케이비증권,증권사,인수,매입확약,1370,-, 케이비증권(주)의 사모사채 인수확약  
경산로지스제일차,경상북도,경산시,진량읍,신제리,산업시설,물류,0,케이비증권,증권사,인수,매입확약,1370,-, 케이비증권(주)의 사모사채 인수확약  
기은센월곶제일차,경기도,시흥시,월곶동,1004-4번지,오피스텔,리테일.오피스텔.오피스,0,아이비케이투자증권,증권사,채권매입/인수,매입확약,410,13.8,  아이비케이투자증권(주)의 대출채권 매입 및 사모사채 인수의
뉴딜아이디씨제사차,서울특별시,구로구,항동,산52-1,기타,에너지,0,하나증권,증권사,인수,매입확약,1300,-,  하나증권(주)의 사모사채 인수확약  
다올라이트블루제이차,인천광역시,남동구,간석동,174-5,오피스텔,리테일.오피스텔.오피스,0,다올투자증권,증권사,채권매입/자금보충,매입확약,475,-, 다올투자증권㈜의 대출채권 매입확약 및 자금보충 의무 다
두교로지스제삼차,경기도,안성시,죽산면,두교리,산업시설,물류,본 PF,하이투자증권,증권사,채권매입/인수/자금보충,매입확약,-,-,  하이투자증권(주)의 대출채권 매입확약 및 자금보충 사모사채 인수의무  
디비안흥제이차,경기도,이천시,안흥동,320-1번지,공동주택,주상복합,0,대신증권,증권사,채권매입/인수,매입확약,730,-, 대신증권㈜의 대출채권 매입 및 사모사채 인수 의무
디에스오산제일차,경기도,오산시,양산동,10-2번지,공동주택,공동주택,0,대신증권,증권사,채권매입/인수,매입확약,1800,-, 대신증권㈜의 대출채권 매입 및 사모사채 인수 확약 디
마이에스상도제이차,서울특별시,동작구,상도동,182-13번지,공동주택,리테일.공동주택,0,삼성증권,증권사,채권매입/인수/자금보충,매입확약,500,-, 삼성증권(주)의 대출채권 매입 사모사채 인수 및 자금보충 의무
마일스톤솔루션,경기도,안산시,단원구,성곡동,산업시설,물류,0,교보증권,증권사,채권매입/인수/자금보충,매입확약,2474,-, 교보증권(주)의 대출채권 매입 사모사채 인수 및 자금보충 의무
밝은다올제일차,충청남도,천안시,서북구,두정동,오피스텔,오피스텔.오피스,0,다올투자증권,증권사,채권매입/인수,매입확약,815,-, 다올투자증권㈜의 대출채권 매입 사모사채 인수 의무 밝
비케이퍼스트제삼차,충청남도,아산시,온천동,232-7번지,공동주택,주상복합.오피스.오피스텔.리테일.공동주택,0,DB금융투자,기타,인수,매입확약,-,-,  DB금융투자(주)의 사모사채 인수확약  
아이언송정제일차,경기도,이천시,송정동,산,상업업무,오피스.리테일,0,지에스건설,시공사,연대보증,-,520,-, 지에스건설㈜의 연대보증
아이에이안산제이차,경기도,안산시,단원구,원시동,오피스텔,오피스.오피스텔.리테일.지식산업센터,0,대신증권,증권사,채권매입/인수,매입확약,600,85.23, 대신증권㈜의 대출채권 매입 및 사모사채 인수 의
알에이제이차,경기도,고양시,덕양구,오금동,상업업무,오피스.리테일,0,엔에이치투자증권,증권사,인수,매입확약,1110,-, 엔에이치투자증권㈜의 사모사채 인수확약 알
알에이해운대제사차,부산광역시,해운대구,우동,1406-2번지,상업업무,리테일.오피스,0,엔에이치투자증권,증권사,인수,매입확약,5050,-, 엔에이치투자증권㈜의 사모사채 인수확약 알
엠에스케이제이차,서울특별시,성수동,2가,278-3번지,상업업무,오피스,0,미래에셋증권,증권사,인수,매입확약,5600,-, 미래에셋증권(주)의 사모사채 인수 의무
오엔지센하,강원도,양양군,손양면,송전리,상업업무,오피스.리테일,본 PF,아이비케이투자증권,증권사,채권매입/인수,매입확약,320,-, 아이비케이투자증권(주)의 대출채권 매입 및 사모사채 인수 의무
올인제삼차,대구광역시,수성구,파동,81번지,공동주택,리테일.공동주택,0,다올투자증권,증권사,채권매입/인수,매입확약,1650,35.4, 다올투자증권(주)의 대출채권 매입 및 사모사채 인수 의무
위드지엠제삼차,충청남도,천안시,두정동,1452,오피스텔,리테일.오피스텔.오피스,0,SK증권,증권사,인수,매입확약,815,-,  SK증권(주)의 사모사채 인수확약  
유니버스병점,경기도,오산시,양산동,10-2번지,공동주택,공동주택,0,신영증권,증권사,인수,매입확약,1800,-,  신영증권(주)의 사모사채 인수의무  
이지플랜트제팔차,경기도,평택시,두릉리,102-1번지,공동주택,공동주택,0,교보증권,증권사,채권매입/인수/자금보충,매입확약,300,-, 교보증권(주)의 대출채권 매입확약 자금보충 약정 또는 사모사채 인수확약 S
제이에이치더블제일차,경상북도,포항시,북구,두호동,공동주택,주상복합.리테일.공동주택,본 PF,하나증권,증권사,인수,매입확약,1320,-,  하나증권(주)의 사모사채 인수확약 S
제이온파주,경기도,파주시,와동동,1458번지에,오피스텔,리테일.오피스텔.오피스,0,다올투자증권,증권사,인수,매입확약,471,-, 다올투자증권㈜의 사모사채 인수 의무
챔피언루나,0,0,0,0,상업업무,오피스.리테일,0,,,,매입확약,-,-,
카스타드제일차,경상남도,김해시,구산동,593번지,공동주택,공동주택,0,메리츠증권,증권사,매입,매입확약,2050,-,  메리츠증권(주)의 사모사채 매입의무  
카이로스제십삼차,대전광역시,중구,유천동,328-50번지,공동주택,주상복합,0,다올투자증권,증권사,인수,매입확약,680,53.6, 다올투자증권(주)의 사모사채 인수확
케이티비씨씨제일차,강원도,춘천시,온의동,공동주택,공동주택,공동주택,0,다올투자증권,증권사,채권매입/인수/자금보충,매입확약,555,-, 다올투자증권㈜의 대출채권 매입 자금보충 사모사채 인수 의무 케
키스알에프선화제이차,대전광역시,중구,선화동,95-3번지,공동주택,주상복합,본 PF,한국투자증권,증권사,인수/자금보충,매입확약,2680,-, 한국투자증권(주)의 사모사채 인수 및 자금보충 의무
키스알에프선화제이차,대전광역시,중구,선화동,95-3번지,공동주택,주상복합,본 PF,한국투자증권,증권사,인수/자금보충,매입확약,2680,-, 한국투자증권(주)의 사모사채 인수 및 자금보충 의무
키스알에프선화제일차,대전광역시,중구,선화동,95-3번지,공동주택,주상복합,본 PF,한국투자증권,증권사,인수/자금보충,매입확약,2680,-, 한국투자증권(주)의 사모사채 인수 및 자금보충 의무
키스알에프선화제일차,대전광역시,중구,선화동,95-3번지,공동주택,주상복합,본 PF,한국투자증권,증권사,인수/자금보충,매입확약,2680,-, 한국투자증권(주)의 사모사채 인수 및 자금보충 의무
태평로유동화제일차,대구광역시,중구,태평로3가,221-5,공동주택,리테일.공동주택,0,한국투자증권,증권사,채권매입/자금보충,매입확약,-,-,  한국투자증권(주)의 자금보충 및 대출채권 매입확약  
티더블유서초제삼차,서울특별시,서초구,서초동,1603-56번지,공동주택,리테일.아파트.도시형생활주택,0,BNK투자증권,증권사,인수,매입확약,2700,-, ㈜BNK투자증권의 사모사채 인수확약
티더블유서초제일차,서울특별시,서초구,서초동,1603-56번지,공동주택,리테일.아파트.도시형생활주택,0,케이비증권,증권사,인수,매입확약,2700,-,케이비증권㈜의 사모사채 인수확약
플랜업구조화제일차,서울특별시,강동구,고덕동,353-23번지,상업업무,리테일.오피스,0,에이치디씨현대산업개발,시공사,채무인수/자금보충,매입확약,-,-, SPC에 대한 에이치디씨현대산업개발(주)의 자금보충 및 미이행시 기초자산 채무인수 의무  
그레이트신광교제일차,경기도,용인시,기흥구,영덕동,상업업무,오피스.리테일,본 PF,메리츠증권,증권사,매입,매입확약,350,-, 메리츠증권(주)의 사모사채 매입확
뉴스타촉진,부산광역시,부산진구,부암동,27-7번지,공동주택,아파트.오피스.오피스텔.공동주택,0,지에스건설.케이비증권,시공사.증권사,연대보증.매입,매입확약,1884,-, 지에스건설㈜의 연대보증 . 케이비증권㈜의 유동화증권 매입보장 의무 뉴
더웨이브제일차,경기도,오산시,가수동,5101-0일대에,공동주택,주상복합,0,아이비케이투자증권,증권사,채권매입/자금보충,매입확약,-,-,  아이비케이투자증권(주)의 대출채권 매입확약 및 자금보충  
로이케이순천제이차,전라남도,순천시,조례동,1003번지,공동주택,주상복합.리테일.공동주택,0,비엔케이투자증권,증권사,인수,매입확약,1400,-,  (주)비엔케이투자증권의 사모사채 인수확약  
비케이한남원,서울특별시,용산구,한남동,730번지,상업업무,오피스,0,아이비케이투자증권,증권사,채권매입/인수,매입확약,1750,-,  아이비케이투자증권(주)의 대출채권 매입확약 및 사모사채 인수확약  
스마트시티제일차,경기도,오산시,양산동,95번지,공동주택,리테일.공동주택,0,롯데건설,시공사,채무인수/자금보충,매입확약,-,-, 롯데건설(주)의 SPC에 대한 자금보충 및 미이행 시 기초자산 채무인수 의무  
스위트에이치한남제일차,서울특별시,용산구,한남동,686번지,공동주택,리테일.아파트.공동주택,본 PF,현대건설.케이비증권,시공사.증권사,연대보증.매입,매입확약,-,-, 현대건설㈜의 연대보증 . 케이비증권㈜의 유동화증권 매입보장               
트루에이치제육차,부산광역시,부산진구,범천동,1090-61번지,공동주택,공동주택,0,한국투자증권,증권사,인수/자금보충,매입확약,-,-, 한국투자증권㈜의 사모사채 인수 및 자금보충 의무
하우징에이제이제이차,경상북도,김천시,율곡동,808번지,상업업무,리테일,0,하이투자증권,증권사,인수/자금보충,매입확약,120,-, 하이투자증권㈜의 사모사채 인수 및 자금보충 의무
하이동래온천제일차,부산광역시,동래구,온천동,450-5번지,오피스텔,리테일.오피스텔.오피스,0,하이투자증권,증권사,인수,매입확약,96,-,  하이투자증권(주)의 사모사채 인수확약  
하이송라제이차,경기도,동두천시,송내동,517-1번지,공동주택,공동주택,0,하이투자증권,증권사,인수,매입확약,-,-, 하이투자증권(주)의 사모사채 인수 의무 
하이송라제일차,경기도,동두천시,송내동,517-1번지,공동주택,공동주택,0,하이투자증권,증권사,인수,매입확약,-,-, 하이투자증권(주)의 사모사채 인수 의무 
그레이트엠디제일차,인천광역시,중구,운북동,1278-1번지,공동주택,리테일.공동주택,0,메리츠증권,증권사,매입,매입확약,1150,-, 메리츠증권㈜의 사모사채 매입확약 그
글로리첨단제일차,전라남도,장성군,진원면,일원과,공동주택,공동주택,0,한국투자증권,증권사,채권매입/인수/자금보충,매입확약,2960,-, 한국투자증권㈜의 대출채권 매입 자금보충 및 사모사채 인수 의무
글로리첨단제일차,전라남도,장성군,진원면,일원과,공동주택,공동주택,0,한국투자증권,증권사,채권매입/인수/자금보충,매입확약,2960,-, 한국투자증권㈜의 대출채권 매입 자금보충 및 사모사채 인수 의무
뉴스타시티제삼차,경기도,평택시,브레인시티일반산업단지,공동1BL,공동주택,공동주택,본 PF,케이비증권,증권사,인수,매입확약,3200,-, 케이비증권(주)의 사모사채 인수확약
뉴스타양주역제일차,경기도,양주시,남방동,52번지,상업업무,도시개발,0,케이비증권,증권사,인수,매입확약,3130,-, 케이비증권㈜의 사모사채 인수확약 뉴
다올랩터제이차,경상북도,구미시,상모지구,공,공동주택,리테일.공동주택,0,다올투자증권,증권사,인수,매입확약,1500,-, 다올투자증권㈜의 사모사채 인수확약 다
더센트럴지엠제이십삼차,대구광역시,수성구,욱수동,25번지,공동주택,리테일.공동주택,0,하나증권,증권사,인수,매입확약,3470,-,  하나증권(주)의 사모사채 인수의무  
더센트럴지엠제이십이차,대구광역시,수성구,욱수동,25번지,공동주택,리테일.공동주택,0,하나증권,증권사,인수,매입확약,3470,-,  하나증권(주)의 사모사채 인수의무  
더퍼스트목감제이차,경기도,시흥시,조남동,655번지,오피스텔,리테일.오피스텔.오피스,0,대신증권,증권사,채권매입/인수,매입확약,690,-, 대신증권(주)의 대출채권 매입 및 사모사채 인수 의무
더퍼스트목감제일차,경기도,시흥시,조남동,655번지,오피스텔,리테일.오피스텔.오피스,0,대신증권,증권사,채권매입/인수,매입확약,690,-, 대신증권(주)의 대출채권 매입 및 사모사채 인수 의무
디스트릭트양주,경기도,양주시,남방동,52번지,상업업무,도시개발,0,교보증권,증권사,채권매입/자금보충,매입확약,3130,-, 교보증권㈜의 대출채권 매입확약 및 자금보충 등 디
디에이지축제일차,경기도,고양시,지축역,덕양구,특수용도,지식산업센터,0,다올투자증권,증권사,인수,매입확약,-,-, 다올투자증권(주)의 사모사채 인수확약
리멤버제일차,서울특별시,중구,중림동,624번지,상업업무,오피스.리테일,본 PF,키움증권,증권사,채권매입,매입확약,2550,-, 키움증권(주)의 대출채권 매입확
리멤버제일차,서울특별시,중구,중림동,624번지,상업업무,오피스.리테일,본 PF,키움증권,증권사,채권매입,매입확약,2550,-, 키움증권(주)의 대출채권 매입확
마운틴모드제일차,경기도,평택시,청북읍,어연리,산업시설,물류,0,다올투자증권,증권사,채권매입/인수,매입확약,300,-, 다올투자증권(주)의 대출채권 매입 및 사모사채 인수의무
마운틴모드제일차,경기도,평택시,청북읍,어연리,산업시설,물류,0,다올투자증권,증권사,채권매입/인수,매입확약,300,-, 다올투자증권(주)의 대출채권 매입 및 사모사채 인수의무
민스크제일차,서울특별시,중구,중림동,624번지,상업업무,오피스.리테일,본 PF,키움증권,증권사,채권매입,매입확약,2550,-, 키움증권(주)의 대출채권 매입확
베스트이에이치제이차,부산광역시,수영구,남천동,545-2번지,공동주택,리테일.공동주택,0,NH투자증권,증권사,인수,매입확약,1150,-, NH투자증권(주)의 사모사채 인수확약
알파왕길제일차,인천광역시,서구,왕길동,산,공동주택,공동주택,0,하이투자증권,증권사,채권매입/인수/자금보충,매입확약,380,-, 하이투자증권㈜의 대출채권 매입 자금보충 및 사모사채 인수 의
에프엔첨단제일차,전라남도,장성군,진원면,일원에서,공동주택,리테일.공동주택,0,삼성증권,증권사,채권매입/인수/자금보충,매입확약,2050,-, 삼성증권㈜의 대출채권 매입 자금보충 및 사모사채 인수 의무
에프엔첨단제일차,전라남도,장성군,진원면,일원에서,공동주택,리테일.공동주택,0,삼성증권,증권사,채권매입/인수/자금보충,매입확약,2050,-, 삼성증권㈜의 대출채권 매입 자금보충 및 사모사채 인수 의무
에프엔피에프포제일차,경기도,양주시,남방동,52번지,상업업무,도시개발,0,삼성증권,증권사,채권매입/인수,매입확약,3130,-, 삼성증권㈜의 사모사채 인수 및 대출채권 매입 등에 관한 확약 에
엠에스케이제삼차,경기도,의정부시,용현동,525번지,상업업무,오피스.리테일,0,아이비케이투자증권,증권사,채권매입/인수,매입확약,530,-, 아이비케이투자증권㈜의 대출채권 매입 및 사모사채 인수의무 엠
엠에이신천제삼차,대구광역시,동구,신천동,481-1외,Default,Default,0,미래에셋증권,증권사,인수,매입확약,3100,-,  미래에셋증권(주)의 사모사채 인수확약  
엠에이신천제이차,대구광역시,동구,신천동,481-1외,Default,Default,0,미래에셋증권,증권사,인수,매입확약,3100,-,  미래에셋증권(주)의 사모사채 인수확약  
용산주택개발제일차,서울특별시,용산구,이태원동,1000-0번지에,공동주택,공동주택.오피스텔.오피스,0,미래에셋증권,증권사,인수,매입확약,13000,-, 미래에셋증권㈜의 사모사채 인수 의무
원진제삼차,서울특별시,마포구,아현동,613-10번지,상업업무,오피스.리테일,본 PF,대우건설.이베스트투자증권,시공사.증권사,연대보증.매입,매입보장,-,-, ㈜대우건설의 연대보증  . 이베스트투자증권㈜의 유동화증권 매입보장
증산파이브제일차,서울특별시,은평구,증산동,195번지,공동주택,리테일.아파트.공동주택,0,롯데건설,시공사,연대보증,매입확약,1600,-, 롯데건설㈜의 연대보증 의무 증
챔피언별내제일차,경기도,남양주시,별내동,798,산업시설,물류,0,유진투자증권,증권사,채권매입/인수/자금보충,매입확약,1000,-,  유진투자증권(주)의 대출채권 매입확약 자금보충 및/또는 사모사채 인수의무  
케이피에스시화제일차,경기도,시흥시,정왕동,시화,산업시설,물류,0,케이비증권,증권사,인수,매입확약,2570,-, 케이비증권㈜의 사모사채 인수의무
텍스트제일차,경기도,양주시,남방동,52번지,상업업무,도시개발,0,하나증권,증권사,매입,매입확약,3130,-, 하나증권㈜의 사모사채 매입확약 텍
퍼스트죽전제일차,경기도,용인시,수지구,죽전동,공동주택,리테일.공동주택,본 PF,한국투자증권,증권사,채권매입/인수,매입확약,1230,-, 한국투자증권㈜의 사모사채인수 및 대출채권매입 의무 퍼
퍼스트죽전제일차,경기도,용인시,수지구,죽전동,공동주택,리테일.공동주택,본 PF,한국투자증권,증권사,채권매입/인수,매입확약,1230,-, 한국투자증권㈜의 사모사채인수 및 대출채권매입 의무 퍼
그라티아제일차,경기도,부천시,원미구,상동,공동주택,주상복합.오피스.오피스텔.리테일.공동주택,0,롯데건설,시공사,채무인수/자금보충,매입확약,-,-, 롯데건설㈜의 자금보충 및 채무인수의무 그
글로리비티비제일차,경기도,파주시,운정3지구,A46BL,공동주택,리테일.공동주택,0,한국투자증권,증권사,채권매입/자금보충,매입확약,760,-, 한국투자증권㈜의 대출채권 매입확약 및 자금보충 약정 글
기은센상동제이차,0,0,0,0,공동주택,주상복합,0,롯데건설,시공사,채무인수/자금보충,매입확약,2100,-, 롯데건설㈜의 자금보충 및 채무인수의무 기
루멘룩스제일차,서울특별시,강서구,마곡동,일원,공동주택,생활형숙박시설.호텔.도시개발.노인주택.오피스.리테일,0,롯데건설,시공사,채무인수/자금보충,매입확약,19200,-, 롯데건설㈜의 자금보충 및 조건부 채무인수 의무 루
머스트픽제일차,서울특별시,강서구,마곡동,일원,공동주택,생활형숙박시설.호텔.도시개발.노인주택.오피스.리테일,0,롯데건설,시공사,채무인수/자금보충,매입확약,19200,-, 롯데건설㈜의 자금보충 및 조건부 채무인수 의무 머
어니스트현제이차,0,0,0,0,상업업무,오피스.리테일,0,하나증권,증권사,인수,매입확약,-,-, 하나증권(주)의 사모사채 인수확약
엠에스아이디제구차,서울특별시,강남구,역삼동,653-4번지,오피스텔,리테일.오피스텔.오피스,본 PF,현대엔지니어링,시공사,연대보증,-,-,-, 현대엔지니어링(주)의 연대보증
오스피셔스제팔차,서울특별시,서초구,반포동,63-1번지,공동주택,도시형생활주택.오피스.오피스텔.공동주택,0,한국투자증권,증권사,채권매입/인수/자금보충,매입확약,4050,-, 한국투자증권㈜의 대출채권 매입확약 신용공여성 사모사채 인수의무 및 자금보충의무 오
케이피에스시화제일차,경기도,시흥시,정왕동,시화,산업시설,물류,0,케이비증권,증권사,인수,매입확약,2570,-, 케이비증권㈜의 사모사채 인수의무
트루반포제이차,서울특별시,서초구,반포동,63-1번지,공동주택,도시형생활주택.오피스.오피스텔.공동주택,0,한국투자증권,증권사,채권매입/인수/자금보충,매입확약,4050,-, 한국투자증권㈜의 대출채권 매입확약 사모사채 인수의무 및 자금보충의무 트
트루반포제일차,서울특별시,서초구,반포동,63-1번지,공동주택,도시형생활주택.오피스.오피스텔.공동주택,0,한국투자증권,증권사,채권매입/인수/자금보충,매입확약,4050,-, 한국투자증권㈜의 대출채권 매입확약 사모사채 인수의무 및 자금보충의무 트
프렌치샤인제일차,서울시,송파구,방이동,56,상업업무,오피스.리테일,본 PF,케이비증권,증권사,인수,매입확약,2340,-, 케이비증권(주)의 사모사채 인수확약
골드마운틴제일차,충청남도,금산군,양전리,48-3일원에,공동주택,리테일.공동주택,본 PF,한국투자증권,증권사,인수/자금보충,매입확약,-,-,  한국투자증권(주)의 사모사채 인수 및 자금보충의무  
네오엘리브,경기도,용인시,처인구,남동,공동주택,공동주택,0,한화투자증권,증권사,채권매입/자금보충,매입확약,5000,-,  한화투자증권(주)의 대출채권 매입 또는 자금보충의무  
뉴스테이트제이차,부산광역시,해운대구,우동,597-4,오피스텔,오피스텔.오피스,0,다올투자증권,증권사,채권매입/자금보충,매입확약,460,40.85,  다올투자증권(주)의 대출채권 매입확약 또는 자금보충 약정  
디에스이차,서울특별시,성동구,성수동2가,269-62번지,특수용도,지식산업센터,0,대신증권,증권사,채권매입/인수,매입확약,-,-, 대신증권㈜의 대출채권 매입확약 및 사모사채 인수확약 디
랜드마크논현제삼차,서울특별시,강남구,논현동,40번지,공동주택,공동주택,0,신한투자증권,증권사,채권매입/자금보충,매입확약,6400,-,  신한투자증권(주)의 대출채권 매입확약 또는 자금보충 약정  
실버라이닝제이차,경기도,용인시,처인구,남동,공동주택,공동주택,0,한국투자증권,증권사,채권매입/자금보충,매입확약,5000,-,  한국투자증권(주)의 대출채권 매입 또는 자금보충의무  
실버라이닝제이차,경기도,용인시,처인구,남동,공동주택,공동주택,0,한국투자증권,증권사,채권매입/자금보충,매입확약,5000,-,  한국투자증권(주)의 대출채권 매입 또는 자금보충의무  
아이에스풍무,경기도,김포시,사우동,486-2번지,Default,Default,0,중소기업은행,은행,인수,매입확약,9490,-, 중소기업은행의 사모사채 인수확약 아
에스엘티연산,충청남도,천안시,동남구,신방동,상업업무,도시개발,0,한화투자증권,증권사,매입/인수/자금보충,매입확약,158,-, 기초자산 매입 자금보충 또는 사모사채 인수 의무를 부담하는 한화투자증권㈜의 신용도 에
에이블은화삼제이차,경기도,용인시,처인구,남동,공동주택,공동주택,0,케이비증권,증권사,인수,매입확약,5000,-,  케이비증권(주)의 사모사채 인수의무  
에프엔실버제일차,경기도,용인시,처인구,남동,공동주택,공동주택,0,삼성증권,증권사,채권매입/인수/자금보충,매입확약,5000,-,  삼성증권(주)의 대출채권 매입 자금보충 및 사모사채 인수의무  
에프엔실버제일차,경기도,용인시,처인구,남동,공동주택,공동주택,0,삼성증권,증권사,채권매입/인수/자금보충,매입확약,5000,-,  삼성증권(주)의 대출채권 매입 자금보충 및 사모사채 인수의무  
엘프라퍼티투,인천광역시,서구,청라동,6-7,오피스텔,오피스텔.오피스,0,아이비케이투자증권,증권사,채권매입/자금보충,매입확약,1450,-,  아이비케이투자증권(주)의 대출채권 매입 또는 자금보충의무  
온새미로제오차,서울특별시,금천구,가산동,60-23번지,특수용도,리테일.지식산업센터,0,키움증권,증권사,채권매입/인수/자금보충,매입확약,40,-, 키움증권㈜의 대출채권 매입 자금보충 및 사모사채 인수 의무
이프에이에스,충청남도,아산시,음봉면,월랑리,상업업무,오피스.리테일,0,현대차증권,증권사,인수,매입확약,1330,-, 현대차증권㈜의 사모사채 인수확약 이
인베스토리제오차,강원도,춘천시,온의동,109번지,상업업무,리테일,0,다올투자증권,증권사,채권매입/인수/자금보충,매입확약,245,54.8,  다올투자증권(주)의 대출채권 매입확약 사모사채 인수 자금보충 약정  
죽전동공동주택제이차,경기도,용인시,수지구,죽전동,공동주택,리테일.공동주택,0,키움증권,증권사,매입,매입확약,-,-, 키움증권㈜의 사모사채 매입 의무 죽
챔피언레스큐,경기도,이천시,호법면,안평리,산업시설,물류,0,유진투자증권,증권사,채권매입/인수/자금보충,매입확약,-,-, 유진투자증권㈜의 대출채권 매입 사모사채 인수 및 자금보충 의무 챔
케이비오산세교제이차,경기도,오산시,서동,39-1번지,공동주택,리테일.공동주택,0,케이비증권,증권사,인수,매입확약,750,99.7, 케이비증권(주)의 사모사채 인수확
코스모루나,충청남도,천안시,동남구,신방동,상업업무,도시개발,0,한화투자증권,증권사,매입/인수/자금보충,매입확약,150,-, 기초자산 매입 자금보충 또는 사모사채 인수 의무를 부담하는 한화투자증권㈜의 신용도 코
트렌스러핀,경기도,용인시,처인구,남동,공동주택,공동주택,0,하나증권,증권사,매입,매입확약,5000,-,  하나증권(주)의 사모사채 매입확약  
프로젝트월산,경기도,남양주시,화도읍,월산리,공동주택,리테일.공동주택,0,한국투자증권,증권사,인수/자금보충,매입확약,560,-,  한국투자증권(주)의 사모사채 인수확약 및 자금보충 약정  
프리마논현찰리,서울특별시,강남구,논현동,40번지,공동주택,공동주택,0,엔에이치투자증권,증권사,매입,매입확약,6400,-,  엔에이치투자증권(주)의 사모사채 매입확약  프
피에프개발제삼차,부산광역시,사상구,학장동,730-5,특수용도,지식산업센터,본 PF,-,-,인수/자금보충,매입확약,-,-, 한국투자증권(주) 사모사채 인수 및 자금보충 의무 
하이레인메이커제삼차,울산광역시,중구,복산동,703번지,특수용도,리테일.지식산업센터,0,하이투자증권,증권사,채권매입/인수/자금보충,매입확약,454,-, 하이투자증권㈜의 대출채권 매입 사모사채 인수 및 자금보충 의무 하
하이오션커미트제십구차,전라남도,광양시,황금동,황금지구,공동주택,주상복합.공동주택,0,하이투자증권,증권사,채권매입/자금보충,매입확약,-,-, 하이투자증권㈜의 대출채권 매입확약 및 자금보충 의무 하
하이오션커미트제십육차,서울특별시,강서구,마곡동,일원,공동주택,생활형숙박시설.호텔.도시개발.노인주택.오피스.리테일,0,하이투자증권,증권사,채권매입/인수/자금보충,매입확약,19200,-, 하이투자증권㈜의 대출채권 매입 자금보충 사모사채 인수 의무 하
가르다제일차,제주특별자치도,제주시,노형동,925번지,상업업무,리테일.호텔,0,신한투자증권,증권사,채권매입/자금보충,매입확약,7000,-, 신한투자증권㈜의 대출채권 매입확약 및 자금보충 의무 가
노르마제일차,제주특별자치도,제주시,노형동,456-2번지,공동주택,공동주택,0,아이비케이투자증권,증권사,채권매입/인수,매입확약,100,-, 아이비케이투자증권㈜의 대출채권 매입확약 및 사모사채 인수의
뉴월드궐동제이차,경기도,오산시,궐동,684-2번지,공동주택,주상복합,0,엔에이치투자증권,증권사,인수,매입확약,660,-,  엔에이치투자증권(주)의 사모사채 인수의무  
뉴월드궐동제일차,경기도,오산시,궐동,684-2번지,공동주택,주상복합,0,엔에이치투자증권,증권사,인수,매입확약,660,-,  엔에이치투자증권(주)의 사모사채 인수의무  
더퍼스트지엠제삼십차,전라남도,여수시,봉산동,275-7번지,특수용도,생활형숙박시설,0,에스케이증권,증권사,인수,매입확약,355,-, 에스케이증권(주)의 사모사채 인수확약을 통한 유동성 및 신용공여  
더퍼스트지엠제삼십차,전라남도,여수시,봉산동,275-7번지,특수용도,생활형숙박시설,0,에스케이증권,증권사,인수,매입확약,355,-, 에스케이증권(주)의 사모사채 인수확약을 통한 유동성 및 신용공여  
로이케이산정,충청남도,천안시,서북구,입장면,산업시설,물류,0,비엔케이투자증권,증권사,인수,매입확약,1450,-,  (주)비엔케이투자증권의 사모사채 인수확약 로
메타그린제칠차,경기도,파주시,와동동,1433-1번지,오피스텔,리테일.오피스텔.오피스,0,신한투자증권,증권사,채권매입/자금보충,매입확약,750,69.4, 신한투자증권(주)의 대출채권 매입 및 자금보충 의
분당뉴본제일차,경기도,성남시,분당구,정자일로,상업업무,오피스.리테일,0,아이비케이투자증권,증권사,채권매입/인수/자금보충,-,602,-, 아이비케이투자증권㈜의 대출채권 매입 사모사채 인수 및 자금보충 확약
브릿지광명,경기도,광명시,철산동,260,오피스텔,오피스텔.오피스,0,대신증권,증권사,채권매입/인수,매입확약,315,-,대신증권(주)의 대출채권 매입 및 사모사채 인수 의무
브릿지상계,서울특별시,노원구,상계동,730번지,상업업무,오피스,0,대신증권,증권사,채권매입/인수,매입확약,373,-,대신증권(주)의 대출채권 매입 및 사모사채 인수 의무
블루미라클제일차,경상북도,김천시,부곡동,482-1번지,공동주택,리테일.공동주택,0,키움증권,증권사,채권매입/자금보충,매입확약,550,100, 키움증권㈜의 대출채권 매입 및 자금보충 의무
블루베이제일차,충청남도,천안시,서북구,성정동,공동주택,주상복합.리테일.공동주택,0,키움증권,증권사,채권매입/인수/자금보충,매입확약,-,-, 키움증권㈜의 대출채권 매입 자금보충 및 사모사채 인수 의무
