발행인,시도,시구,동읍,상세주소,사업용도,사업용도세부종목,브릿지론/본PF,신용보강기관명,신용보강기관종류,신용보강형태,매입보장/확약,대출약정규모,분양률,문장
야음이글스제일차,울산광역시,남구,야음동,830-1번지,공동주택,오피스텔.오피스.주상복합.공동주택.리테일,0,현대건설,시공사,연대보증,매입확약,109,-,  기초자산에 대한 현대건설(주)의 연대보증  
야음이글스제일차,울산광역시,남구,야음동,830-1번지,공동주택,오피스텔.오피스.주상복합.공동주택.리테일,0,현대건설,시공사,연대보증,매입확약,109,-,  기초자산에 대한 현대건설(주)의 연대보증  
야음이글스제일차,울산광역시,남구,야음동,830-1번지,공동주택,오피스텔.오피스.주상복합.공동주택.리테일,0,현대건설,시공사,연대보증,매입확약,109,-,  기초자산에 대한 현대건설(주)의 연대보증  
야음이글스제일차,울산광역시,남구,야음동,830-1번지,공동주택,오피스텔.오피스.주상복합.공동주택.리테일,0,현대건설,시공사,연대보증,매입확약,109,-,  기초자산에 대한 현대건설(주)의 연대보증  
야음이글스제일차,울산광역시,남구,야음동,830-1번지,공동주택,오피스텔.오피스.주상복합.공동주택.리테일,0,현대건설,시공사,연대보증,매입확약,109,-,  기초자산에 대한 현대건설(주)의 연대보증  
야음이글스제일차,울산광역시,남구,야음동,830-1번지,공동주택,오피스텔.오피스.주상복합.공동주택.리테일,0,현대건설,시공사,연대보증,매입확약,109,-,  기초자산에 대한 현대건설(주)의 연대보증  
야음이글스제일차,울산광역시,남구,야음동,830-1번지,공동주택,오피스텔.오피스.주상복합.공동주택.리테일,0,현대건설,시공사,연대보증,매입확약,109,-,  기초자산에 대한 현대건설(주)의 연대보증  
야음이글스제일차,울산광역시,남구,야음동,830-1번지,공동주택,오피스텔.오피스.주상복합.공동주택.리테일,0,현대건설,시공사,연대보증,매입확약,109,-,  기초자산에 대한 현대건설(주)의 연대보증  
야음이글스제일차,울산광역시,남구,야음동,830-1번지,공동주택,오피스텔.오피스.주상복합.공동주택.리테일,0,현대건설,시공사,연대보증,매입확약,109,-,  기초자산에 대한 현대건설(주)의 연대보증  
야음이글스제일차,울산광역시,남구,야음동,830-1번지,공동주택,오피스텔.오피스.주상복합.공동주택.리테일,0,현대건설,시공사,연대보증,매입확약,109,-,  기초자산에 대한 현대건설(주)의 연대보증  
야음이글스제일차,울산광역시,남구,야음동,830-1번지,공동주택,오피스텔.오피스.주상복합.공동주택.리테일,0,현대건설,시공사,연대보증,매입확약,109,-,  기초자산에 대한 현대건설(주)의 연대보증  
야음이글스제일차,울산광역시,남구,야음동,830-1번지,공동주택,오피스텔.오피스.주상복합.공동주택.리테일,0,현대건설,시공사,연대보증,매입확약,109,-,  기초자산에 대한 현대건설(주)의 연대보증  
야음이글스제일차,울산광역시,남구,야음동,830-1번지,공동주택,오피스텔.오피스.주상복합.공동주택.리테일,0,현대건설,시공사,연대보증,매입확약,109,-,  기초자산에 대한 현대건설(주)의 연대보증  
야음이글스제일차,울산광역시,남구,야음동,830-1번지,공동주택,오피스텔.오피스.주상복합.공동주택.리테일,0,현대건설,시공사,연대보증,매입확약,109,-,  기초자산에 대한 현대건설(주)의 연대보증  
야음이글스제일차,울산광역시,남구,야음동,830-1번지,공동주택,오피스텔.오피스.주상복합.공동주택.리테일,0,현대건설,시공사,연대보증,매입확약,109,-,  기초자산에 대한 현대건설(주)의 연대보증  
야음이글스제일차,울산광역시,남구,야음동,830-1번지,공동주택,오피스텔.오피스.주상복합.공동주택.리테일,0,현대건설,시공사,연대보증,매입확약,109,-,  기초자산에 대한 현대건설(주)의 연대보증  
야음이글스제일차,울산광역시,남구,야음동,830-1번지,공동주택,오피스텔.오피스.주상복합.공동주택.리테일,0,현대건설,시공사,연대보증,매입확약,109,-,  기초자산에 대한 현대건설(주)의 연대보증  
야음이글스제일차,울산광역시,남구,야음동,830-1번지,공동주택,오피스텔.오피스.주상복합.공동주택.리테일,0,현대건설,시공사,연대보증,매입확약,109,-,  기초자산에 대한 현대건설(주)의 연대보증  
야음이글스제일차,울산광역시,남구,야음동,830-1번지,공동주택,오피스텔.오피스.주상복합.공동주택.리테일,0,현대건설,시공사,연대보증,매입확약,109,-,  기초자산에 대한 현대건설(주)의 연대보증  
야음이글스제일차,울산광역시,남구,야음동,830-1번지,공동주택,오피스텔.오피스.주상복합.공동주택.리테일,0,현대건설,시공사,연대보증,매입확약,109,-,  기초자산에 대한 현대건설(주)의 연대보증  
야음이글스제일차,울산광역시,남구,야음동,830-1번지,공동주택,오피스텔.오피스.주상복합.공동주택.리테일,0,현대건설,시공사,연대보증,매입확약,109,-,  기초자산에 대한 현대건설(주)의 연대보증  
위드지엠제이십이차,서울특별시,동대문구,청량리동,46번지,상업업무,오피스.리테일,0,제일건설,시공사,채무인수/자금보충,매입보장,800,-, 제일건설(주)의 자금보충(미이행시 채무인수) 의무
위드지엠제이십이차,서울특별시,동대문구,청량리동,46번지,상업업무,오피스.리테일,0,제일건설,시공사,채무인수/자금보충,매입보장,800,-, 제일건설(주)의 자금보충(미이행시 채무인수) 의무
위드지엠제이십이차,서울특별시,동대문구,청량리동,46번지,상업업무,오피스.리테일,0,제일건설,시공사,채무인수/자금보충,매입보장,800,-, 제일건설(주)의 자금보충(미이행시 채무인수) 의무
위드지엠제이십이차,서울특별시,동대문구,청량리동,46번지,상업업무,오피스.리테일,0,제일건설,시공사,채무인수/자금보충,매입보장,800,-, 제일건설(주)의 자금보충(미이행시 채무인수) 의무
달보드레제일차,서울특별시,종로구,교남동,28번지,상업업무,오피스.리테일,본 PF,현대건설,시공사,연대보증,매입보장,1630,-, 현대건설(주)의 연대보증
달보드레제일차,서울특별시,종로구,교남동,28번지,상업업무,오피스.리테일,본 PF,현대건설,시공사,연대보증,매입보장,1630,-, 현대건설(주)의 연대보증
달보드레제일차,서울특별시,종로구,교남동,28번지,상업업무,오피스.리테일,본 PF,현대건설,시공사,연대보증,매입보장,1630,-, 현대건설(주)의 연대보증
달보드레제일차,서울특별시,종로구,교남동,28번지,상업업무,오피스.리테일,본 PF,현대건설,시공사,연대보증,매입보장,1630,-, 현대건설(주)의 연대보증
달보드레제일차,서울특별시,종로구,교남동,28번지,상업업무,오피스.리테일,본 PF,현대건설,시공사,연대보증,매입보장,1630,-, 현대건설(주)의 연대보증
달보드레제일차,서울특별시,종로구,교남동,28번지,상업업무,오피스.리테일,본 PF,현대건설,시공사,연대보증,매입보장,1630,-, 현대건설(주)의 연대보증
달보드레제일차,서울특별시,종로구,교남동,28번지,상업업무,오피스.리테일,본 PF,현대건설,시공사,연대보증,매입보장,1630,-, 현대건설(주)의 연대보증
달보드레제일차,서울특별시,종로구,교남동,28번지,상업업무,오피스.리테일,본 PF,현대건설,시공사,연대보증,매입보장,1630,-, 현대건설(주)의 연대보증
달보드레제일차,서울특별시,종로구,교남동,28번지,상업업무,오피스.리테일,본 PF,현대건설,시공사,연대보증,매입보장,1630,-, 현대건설(주)의 연대보증
달보드레제일차,서울특별시,종로구,교남동,28번지,상업업무,오피스.리테일,본 PF,현대건설,시공사,연대보증,매입보장,1630,-, 현대건설(주)의 연대보증
달보드레제일차,서울특별시,종로구,교남동,28번지,상업업무,오피스.리테일,본 PF,현대건설,시공사,연대보증,매입보장,1630,-, 현대건설(주)의 연대보증
달보드레제일차,서울특별시,종로구,교남동,28번지,상업업무,오피스.리테일,본 PF,현대건설,시공사,연대보증,매입보장,1630,-, 현대건설(주)의 연대보증
달보드레제일차,서울특별시,종로구,교남동,28번지,상업업무,오피스.리테일,본 PF,현대건설,시공사,연대보증,매입보장,1630,-, 현대건설(주)의 연대보증
달보드레제일차,서울특별시,종로구,교남동,28번지,상업업무,오피스.리테일,본 PF,현대건설,시공사,연대보증,매입보장,1630,-, 현대건설(주)의 연대보증
달보드레제일차,서울특별시,종로구,교남동,28번지,상업업무,오피스.리테일,본 PF,현대건설,시공사,연대보증,매입보장,1630,-, 현대건설(주)의 연대보증
달보드레제일차,서울특별시,종로구,교남동,28번지,상업업무,오피스.리테일,본 PF,현대건설,시공사,연대보증,매입보장,1630,-, 현대건설(주)의 연대보증
달보드레제일차,서울특별시,종로구,교남동,28번지,상업업무,오피스.리테일,본 PF,현대건설,시공사,연대보증,매입보장,1630,-, 현대건설(주)의 연대보증
달보드레제일차,서울특별시,종로구,교남동,28번지,상업업무,오피스.리테일,본 PF,현대건설,시공사,연대보증,매입보장,1630,-, 현대건설(주)의 연대보증
달보드레제일차,서울특별시,종로구,교남동,28번지,상업업무,오피스.리테일,본 PF,현대건설,시공사,연대보증,매입보장,1630,-, 현대건설(주)의 연대보증
달보드레제일차,서울특별시,종로구,교남동,28번지,상업업무,오피스.리테일,본 PF,현대건설,시공사,연대보증,매입보장,1630,-, 현대건설(주)의 연대보증
달보드레제일차,서울특별시,종로구,교남동,28번지,상업업무,오피스.리테일,본 PF,현대건설,시공사,연대보증,매입보장,1630,-, 현대건설(주)의 연대보증
달보드레제일차,서울특별시,종로구,교남동,28번지,상업업무,오피스.리테일,본 PF,현대건설,시공사,연대보증,매입보장,1630,-, 현대건설(주)의 연대보증
달보드레제일차,서울특별시,종로구,교남동,28번지,상업업무,오피스.리테일,본 PF,현대건설,시공사,연대보증,매입보장,1630,-, 현대건설(주)의 연대보증
달보드레제일차,서울특별시,종로구,교남동,28번지,상업업무,오피스.리테일,본 PF,현대건설,시공사,연대보증,매입보장,1630,-, 현대건설(주)의 연대보증
달보드레제일차,서울특별시,종로구,교남동,28번지,상업업무,오피스.리테일,본 PF,현대건설,시공사,연대보증,매입보장,1630,-, 현대건설(주)의 연대보증
달보드레제일차,서울특별시,종로구,교남동,28번지,상업업무,오피스.리테일,본 PF,현대건설,시공사,연대보증,매입보장,1630,-, 현대건설(주)의 연대보증
큐브로얄제삼차,충청남도,태안군,태안읍ㆍ남면,천수만,상업업무,오피스.리테일,0,현대건설,시공사,연대보증,-,-,-, 현대건설㈜의 연대보증
야음이글스제이차,울산광역시,남구,야음동,829-20번지,공동주택,오피스텔.오피스.주상복합.공동주택.리테일,0,현대건설,시공사,연대보증,매입확약,80,-,  기초자산에 대한 현대건설(주)의 연대보증  
야음이글스제일차,울산광역시,남구,야음동,830-1번지,공동주택,오피스텔.오피스.주상복합.공동주택.리테일,0,현대건설,시공사,연대보증,매입확약,109,-,  기초자산에 대한 현대건설(주)의 연대보증  
퍼펙트드림제사차,충청남도,천안시,서북구,성성동,공동주택,리테일.도시개발.공동주택,0,교보증권,증권사,채권매입/인수/자금보충,매입확약,600,-,  교보증권(주)의 대출채권 매입확약 및 자금보충 사모사채 인수의무  
그라티아제일차,경기도,부천시,원미구,상동,공동주택,오피스텔.오피스.주상복합.공동주택.리테일,0,롯데건설,시공사,채무인수/자금보충,매입확약,-,-, 롯데건설㈜의 자금보충 및 채무인수의무 그
그라티아제일차,경기도,부천시,원미구,상동,공동주택,오피스텔.오피스.주상복합.공동주택.리테일,0,롯데건설,시공사,채무인수/자금보충,매입확약,-,-, 롯데건설㈜의 자금보충 및 채무인수의무 그
그라티아제일차,경기도,부천시,원미구,상동,공동주택,오피스텔.오피스.주상복합.공동주택.리테일,0,롯데건설,시공사,채무인수/자금보충,매입확약,-,-, 롯데건설㈜의 자금보충 및 채무인수의무 그
그라티아제일차,경기도,부천시,원미구,상동,공동주택,오피스텔.오피스.주상복합.공동주택.리테일,0,롯데건설,시공사,채무인수/자금보충,매입확약,-,-, 롯데건설㈜의 자금보충 및 채무인수의무 그
그라티아제일차,경기도,부천시,원미구,상동,공동주택,오피스텔.오피스.주상복합.공동주택.리테일,0,롯데건설,시공사,채무인수/자금보충,매입확약,-,-, 롯데건설㈜의 자금보충 및 채무인수의무 그
비욘드운정제삼차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터,0,현대건설,시공사,채무인수/자금보충,매입확약,-,-, 현대건설㈜의 자금보충(미이행시 채무인수) 의무
제이부르크제십차,서울특별시,강서구,가양동,92-1번지,특수용도,지식산업센터,0,현대건설,시공사,채무인수/자금보충,매입확약,-,-, 현대건설㈜의 자금보충(미이행시 채무인수) 의무
제이부르크제십차,서울특별시,강서구,가양동,92-1번지,특수용도,지식산업센터,0,현대건설,시공사,채무인수/자금보충,매입확약,-,-, 현대건설㈜의 자금보충(미이행시 채무인수) 의무
제이부르크제십차,서울특별시,강서구,가양동,92-1번지,특수용도,지식산업센터,0,현대건설,시공사,채무인수/자금보충,매입확약,-,-, 현대건설㈜의 자금보충(미이행시 채무인수) 의무
제이부르크제십차,서울특별시,강서구,가양동,92-1번지,특수용도,지식산업센터,0,현대건설,시공사,채무인수/자금보충,매입확약,-,-, 현대건설㈜의 자금보충(미이행시 채무인수) 의무
제이부르크제십차,서울특별시,강서구,가양동,92-1번지,특수용도,지식산업센터,0,현대건설,시공사,채무인수/자금보충,매입확약,-,-, 현대건설㈜의 자금보충(미이행시 채무인수) 의무
제이부르크제십차,서울특별시,강서구,가양동,92-1번지,특수용도,지식산업센터,0,현대건설,시공사,채무인수/자금보충,매입확약,-,-, 현대건설㈜의 자금보충(미이행시 채무인수) 의무
제이부르크제십차,서울특별시,강서구,가양동,92-1번지,특수용도,지식산업센터,0,현대건설,시공사,채무인수/자금보충,매입확약,-,-, 현대건설㈜의 자금보충(미이행시 채무인수) 의무
제이부르크제십차,서울특별시,강서구,가양동,92-1번지,특수용도,지식산업센터,0,현대건설,시공사,채무인수/자금보충,매입확약,-,-, 현대건설㈜의 자금보충(미이행시 채무인수) 의무
드림스페어제육차,경기도,수원시,영통구,원천동,오피스텔,오피스텔.오피스,0,교보증권,증권사,채권매입/인수/자금보충,매입확약,800,-, 교보증권(주)의 대출채권 매입 자금보충 및 사모사채 인수 의
드림스페어제육차,경기도,수원시,영통구,원천동,오피스텔,오피스텔.오피스,0,교보증권,증권사,채권매입/인수/자금보충,매입확약,800,-, 교보증권(주)의 대출채권 매입 자금보충 및 사모사채 인수 의
트루계백제일차,대전광역시,서구,관저동,7-27번지(1BL),공동주택,리테일.공동주택,0,한국투자증권,증권사,채권매입/인수/자금보충,매입확약,1100,-, 한국투자증권㈜의 대출채권 매입 자금보충 및 사모사채 인수 의
트루계백제일차,대전광역시,서구,관저동,7-27번지(1BL),공동주택,리테일.공동주택,0,한국투자증권,증권사,채권매입/인수/자금보충,매입확약,1100,-, 한국투자증권㈜의 대출채권 매입 자금보충 및 사모사채 인수 의
트루계백제일차,대전광역시,서구,관저동,7-27번지(1BL),공동주택,리테일.공동주택,0,한국투자증권,증권사,채권매입/인수/자금보충,매입확약,1100,-, 한국투자증권㈜의 대출채권 매입 자금보충 및 사모사채 인수 의
하이가든제일차,대전광역시,서구,관저동,7-27번지,공동주택,리테일.공동주택,0,키움증권,증권사,채권매입/인수/자금보충,매입확약,1100,-,  키움증권(주)의 대출채권 매입 자금보충의무 및 사모사채 인수확약  
하이가든제일차,대전광역시,서구,관저동,7-27번지,공동주택,리테일.공동주택,0,키움증권,증권사,채권매입/인수/자금보충,매입확약,1100,-,  키움증권(주)의 대출채권 매입 자금보충의무 및 사모사채 인수확약  
하이가든제일차,대전광역시,서구,관저동,7-27번지,공동주택,리테일.공동주택,0,키움증권,증권사,채권매입/인수/자금보충,매입확약,1100,-,  키움증권(주)의 대출채권 매입 자금보충의무 및 사모사채 인수확약  
하이가든제일차,대전광역시,서구,관저동,7-27번지,공동주택,리테일.공동주택,0,키움증권,증권사,채권매입/인수/자금보충,매입확약,1100,-,  키움증권(주)의 대출채권 매입 자금보충의무 및 사모사채 인수확약  
하이가든제일차,대전광역시,서구,관저동,7-27번지,공동주택,리테일.공동주택,0,키움증권,증권사,채권매입/인수/자금보충,매입확약,1100,-,  키움증권(주)의 대출채권 매입 자금보충의무 및 사모사채 인수확약  
하이가든제일차,대전광역시,서구,관저동,7-27번지,공동주택,리테일.공동주택,0,키움증권,증권사,채권매입/인수/자금보충,매입확약,1100,-,  키움증권(주)의 대출채권 매입 자금보충의무 및 사모사채 인수확약  
하이가든제일차,대전광역시,서구,관저동,7-27번지,공동주택,리테일.공동주택,0,키움증권,증권사,채권매입/인수/자금보충,매입확약,1100,-,  키움증권(주)의 대출채권 매입 자금보충의무 및 사모사채 인수확약  
하이가든제일차,대전광역시,서구,관저동,7-27번지,공동주택,리테일.공동주택,0,키움증권,증권사,채권매입/인수/자금보충,매입확약,1100,-,  키움증권(주)의 대출채권 매입 자금보충의무 및 사모사채 인수확약  
하이가든제일차,대전광역시,서구,관저동,7-27번지,공동주택,리테일.공동주택,0,키움증권,증권사,채권매입/인수/자금보충,매입확약,1100,-,  키움증권(주)의 대출채권 매입 자금보충의무 및 사모사채 인수확약  
하이가든제일차,대전광역시,서구,관저동,7-27번지,공동주택,리테일.공동주택,0,키움증권,증권사,채권매입/인수/자금보충,매입확약,1100,-,  키움증권(주)의 대출채권 매입 자금보충의무 및 사모사채 인수확약  
하이가든제일차,대전광역시,서구,관저동,7-27번지,공동주택,리테일.공동주택,0,키움증권,증권사,채권매입/인수/자금보충,매입확약,1100,-,  키움증권(주)의 대출채권 매입 자금보충의무 및 사모사채 인수확약  
하이가든제일차,대전광역시,서구,관저동,7-27번지,공동주택,리테일.공동주택,0,키움증권,증권사,채권매입/인수/자금보충,매입확약,1100,-,  키움증권(주)의 대출채권 매입 자금보충의무 및 사모사채 인수확약  
하이가든제일차,대전광역시,서구,관저동,7-27번지,공동주택,리테일.공동주택,0,키움증권,증권사,채권매입/인수/자금보충,매입확약,1100,-,  키움증권(주)의 대출채권 매입 자금보충의무 및 사모사채 인수확약  
하이가든제일차,대전광역시,서구,관저동,7-27번지,공동주택,리테일.공동주택,0,키움증권,증권사,채권매입/인수/자금보충,매입확약,1100,-,  키움증권(주)의 대출채권 매입 자금보충의무 및 사모사채 인수확약  
하이가든제일차,대전광역시,서구,관저동,7-27번지,공동주택,리테일.공동주택,0,키움증권,증권사,채권매입/인수/자금보충,매입확약,1100,-,  키움증권(주)의 대출채권 매입 자금보충의무 및 사모사채 인수확약  
학산피에프제일차,경상북도,포항시,북구,학산동,상업업무,도시개발,0,한국투자증권,증권사,채권매입/자금보충,매입확약,1350,-, 한국투자증권㈜의 대출채권 매입확약 및 자금보충 의무 학
학산피에프제일차,경상북도,포항시,북구,학산동,상업업무,도시개발,0,한국투자증권,증권사,채권매입/자금보충,매입확약,1350,-, 한국투자증권㈜의 대출채권 매입확약 및 자금보충 의무 학
학산피에프제일차,경상북도,포항시,북구,학산동,상업업무,도시개발,0,한국투자증권,증권사,채권매입/자금보충,매입확약,1350,-, 한국투자증권㈜의 대출채권 매입확약 및 자금보충 의무 학
학산피에프제일차,경상북도,포항시,북구,학산동,상업업무,도시개발,0,한국투자증권,증권사,채권매입/자금보충,매입확약,1350,-, 한국투자증권㈜의 대출채권 매입확약 및 자금보충 의무 학
학산피에프제일차,경상북도,포항시,북구,학산동,상업업무,도시개발,0,한국투자증권,증권사,채권매입/자금보충,매입확약,1350,-, 한국투자증권㈜의 대출채권 매입확약 및 자금보충 의무 학
에스엘티장항중채제일차,경기도,과천시,일원,과천지식정보타운,상업업무,오피스.리테일,0,메리츠증권,증권사,매입,매입확약,-,-, 메리츠증권(주)의 사모사채 매입확
에스엘티장항중채제일차,경기도,과천시,일원,과천지식정보타운,상업업무,오피스.리테일,0,메리츠증권,증권사,매입,매입확약,-,-, 메리츠증권(주)의 사모사채 매입확
에스엘티장항중채제일차,경기도,과천시,일원,과천지식정보타운,상업업무,오피스.리테일,0,메리츠증권,증권사,매입,매입확약,-,-, 메리츠증권(주)의 사모사채 매입확
에스엘티장항중채제일차,경기도,과천시,일원,과천지식정보타운,상업업무,오피스.리테일,0,메리츠증권,증권사,매입,매입확약,-,-, 메리츠증권(주)의 사모사채 매입확
세마알파,경기도,오산시,양산동,580번지,공동주택,아파트,본 PF,디엘이앤씨,시공사,채무인수/자금보충,매입확약,-,-, 디엘이앤씨㈜의 자금보충 및 채무인수 의무 세
세마알파,경기도,오산시,양산동,580번지,공동주택,아파트,본 PF,디엘이앤씨,시공사,채무인수/자금보충,매입확약,-,-, 디엘이앤씨㈜의 자금보충 및 채무인수 의무 세
세마알파,경기도,오산시,양산동,580번지,공동주택,아파트,본 PF,디엘이앤씨,시공사,채무인수/자금보충,매입확약,-,-, 디엘이앤씨㈜의 자금보충 및 채무인수 의무 세
세마알파,경기도,오산시,양산동,580번지,공동주택,아파트,본 PF,디엘이앤씨,시공사,채무인수/자금보충,매입확약,-,-, 디엘이앤씨㈜의 자금보충 및 채무인수 의무 세
세마알파,경기도,오산시,양산동,580번지,공동주택,아파트,본 PF,디엘이앤씨,시공사,채무인수/자금보충,매입확약,-,-, 디엘이앤씨㈜의 자금보충 및 채무인수 의무 세
스카이힐제일차,서울특별시,강남구,삼성동,90-25번지,상업업무,오피스.리테일,0,현대건설,시공사,채무인수/자금보충,매입확약,-,-, 현대건설㈜의 자금보충(미이행시 채무인수) 의무
뉴스타봉담제일차,경기도,화성시,봉담2지구,A-5,공동주택,리테일.공동주택,0,중흥건설,시공사,채무인수/자금보충,매입확약,450,-, 중흥건설(주)의 자금보충(미이행시 채무인수) 의무
뉴스타봉담제일차,경기도,화성시,봉담2지구,A-5,공동주택,리테일.공동주택,0,중흥건설,시공사,채무인수/자금보충,매입확약,450,-, 중흥건설(주)의 자금보충(미이행시 채무인수) 의무
뉴스타봉담제일차,경기도,화성시,봉담2지구,A-5,공동주택,리테일.공동주택,0,중흥건설,시공사,채무인수/자금보충,매입확약,450,-, 중흥건설(주)의 자금보충(미이행시 채무인수) 의무
엠티제이제일차,충청남도,아산시,탕정면,매곡리,공동주택,리테일.도시개발.공동주택,0,메리츠증권,증권사,매입,매입확약,4800,-,  메리츠증권(주)의 사모사채 매입확약   
엠티제이제일차,충청남도,아산시,탕정면,매곡리,공동주택,리테일.도시개발.공동주택,0,메리츠증권,증권사,매입,매입확약,4800,-,  메리츠증권(주)의 사모사채 매입확약   
엠티제이제일차,충청남도,아산시,탕정면,매곡리,공동주택,리테일.도시개발.공동주택,0,메리츠증권,증권사,매입,매입확약,4800,-,  메리츠증권(주)의 사모사채 매입확약   
엠티제이제일차,충청남도,아산시,탕정면,매곡리,공동주택,리테일.도시개발.공동주택,0,메리츠증권,증권사,매입,매입확약,4800,-,  메리츠증권(주)의 사모사채 매입확약   
엠티제이제일차,충청남도,아산시,탕정면,매곡리,공동주택,리테일.도시개발.공동주택,0,메리츠증권,증권사,매입,매입확약,4800,-,  메리츠증권(주)의 사모사채 매입확약   
엠티제이제일차,충청남도,아산시,탕정면,매곡리,공동주택,리테일.도시개발.공동주택,0,메리츠증권,증권사,매입,매입확약,4800,-,  메리츠증권(주)의 사모사채 매입확약   
엠티제이제일차,충청남도,아산시,탕정면,매곡리,공동주택,리테일.도시개발.공동주택,0,메리츠증권,증권사,매입,매입확약,4800,-,  메리츠증권(주)의 사모사채 매입확약   
엠티제이제일차,충청남도,아산시,탕정면,매곡리,공동주택,리테일.도시개발.공동주택,0,메리츠증권,증권사,매입,매입확약,4800,-,  메리츠증권(주)의 사모사채 매입확약   
엠티제이제일차,충청남도,아산시,탕정면,매곡리,공동주택,리테일.도시개발.공동주택,0,메리츠증권,증권사,매입,매입확약,4800,-,  메리츠증권(주)의 사모사채 매입확약   
엠티제이제일차,충청남도,아산시,탕정면,매곡리,공동주택,리테일.도시개발.공동주택,0,메리츠증권,증권사,매입,매입확약,4800,-,  메리츠증권(주)의 사모사채 매입확약   
엠티제이제일차,충청남도,아산시,탕정면,매곡리,공동주택,리테일.도시개발.공동주택,0,메리츠증권,증권사,매입,매입확약,4800,-,  메리츠증권(주)의 사모사채 매입확약   
엠티제이제일차,충청남도,아산시,탕정면,매곡리,공동주택,리테일.도시개발.공동주택,0,메리츠증권,증권사,매입,매입확약,4800,-,  메리츠증권(주)의 사모사채 매입확약   
엠티제이제일차,충청남도,아산시,탕정면,매곡리,공동주택,리테일.도시개발.공동주택,0,메리츠증권,증권사,매입,매입확약,4800,-,  메리츠증권(주)의 사모사채 매입확약   
엠티제이제일차,충청남도,아산시,탕정면,매곡리,공동주택,리테일.도시개발.공동주택,0,메리츠증권,증권사,매입,매입확약,4800,-,  메리츠증권(주)의 사모사채 매입확약   
엠티제이제일차,충청남도,아산시,탕정면,매곡리,공동주택,리테일.도시개발.공동주택,0,메리츠증권,증권사,매입,매입확약,4800,-,  메리츠증권(주)의 사모사채 매입확약   
엠티제이제일차,충청남도,아산시,탕정면,매곡리,공동주택,리테일.도시개발.공동주택,0,메리츠증권,증권사,매입,매입확약,4800,-,  메리츠증권(주)의 사모사채 매입확약   
엠티제이제일차,충청남도,아산시,탕정면,매곡리,공동주택,리테일.도시개발.공동주택,0,메리츠증권,증권사,매입,매입확약,4800,-,  메리츠증권(주)의 사모사채 매입확약   
엠티제이제일차,충청남도,아산시,탕정면,매곡리,공동주택,리테일.도시개발.공동주택,0,메리츠증권,증권사,매입,매입확약,4800,-,  메리츠증권(주)의 사모사채 매입확약   
엠티제이제일차,충청남도,아산시,탕정면,매곡리,공동주택,리테일.도시개발.공동주택,0,메리츠증권,증권사,매입,매입확약,4800,-,  메리츠증권(주)의 사모사채 매입확약   
엠티제이제일차,충청남도,아산시,탕정면,매곡리,공동주택,리테일.도시개발.공동주택,0,메리츠증권,증권사,매입,매입확약,4800,-,  메리츠증권(주)의 사모사채 매입확약   
엠티제이제일차,충청남도,아산시,탕정면,매곡리,공동주택,리테일.도시개발.공동주택,0,메리츠증권,증권사,매입,매입확약,4800,-,  메리츠증권(주)의 사모사채 매입확약   
이지플랜트제십차,경기도,화성시,봉담읍,동화리,공동주택,도시개발.공동주택,0,교보증권,증권사,채권매입/자금보충,매입확약,200,-,  교보증권(주)의 대출채권 매입확약 또는 자금보충  
이지플랜트제십차,경기도,화성시,봉담읍,동화리,공동주택,도시개발.공동주택,0,교보증권,증권사,채권매입/자금보충,매입확약,200,-,  교보증권(주)의 대출채권 매입확약 또는 자금보충  
이지플랜트제십차,경기도,화성시,봉담읍,동화리,공동주택,도시개발.공동주택,0,교보증권,증권사,채권매입/자금보충,매입확약,200,-,  교보증권(주)의 대출채권 매입확약 또는 자금보충  
이지플랜트제십차,경기도,화성시,봉담읍,동화리,공동주택,도시개발.공동주택,0,교보증권,증권사,채권매입/자금보충,매입확약,200,-,  교보증권(주)의 대출채권 매입확약 또는 자금보충  
이지플랜트제십차,경기도,화성시,봉담읍,동화리,공동주택,도시개발.공동주택,0,교보증권,증권사,채권매입/자금보충,매입확약,200,-,  교보증권(주)의 대출채권 매입확약 또는 자금보충  
이지플랜트제십차,경기도,화성시,봉담읍,동화리,공동주택,도시개발.공동주택,0,교보증권,증권사,채권매입/자금보충,매입확약,200,-,  교보증권(주)의 대출채권 매입확약 또는 자금보충  
이지플랜트제십차,경기도,화성시,봉담읍,동화리,공동주택,도시개발.공동주택,0,교보증권,증권사,채권매입/자금보충,매입확약,200,-,  교보증권(주)의 대출채권 매입확약 또는 자금보충  
이지플랜트제십차,경기도,화성시,봉담읍,동화리,공동주택,도시개발.공동주택,0,교보증권,증권사,채권매입/자금보충,매입확약,200,-,  교보증권(주)의 대출채권 매입확약 또는 자금보충  
이지플랜트제십차,경기도,화성시,봉담읍,동화리,공동주택,도시개발.공동주택,0,교보증권,증권사,채권매입/자금보충,매입확약,200,-,  교보증권(주)의 대출채권 매입확약 또는 자금보충  
이지플랜트제십차,경기도,화성시,봉담읍,동화리,공동주택,도시개발.공동주택,0,교보증권,증권사,채권매입/자금보충,매입확약,200,-,  교보증권(주)의 대출채권 매입확약 또는 자금보충  
이지플랜트제십차,경기도,화성시,봉담읍,동화리,공동주택,도시개발.공동주택,0,교보증권,증권사,채권매입/자금보충,매입확약,200,-,  교보증권(주)의 대출채권 매입확약 또는 자금보충  
